,K_Numeric,Min_Numeric,C_Numeric,S_Numeric,O_Numeric,T_Numeric,M_Numeric,R_Numeric,Re_Numeric,MinD_Numeric,Phylum_Numeric
Split1,-0.7308815232079797,0.08820604092724908,0.6466513109648302,-0.8338680774716862,0.09044366989089224,-0.695936449304078,0.26560634055017424,0.23294139246716525,0.5818836523454858,0.10191142326600354,-0.09226968268384064
Split2,-0.4606860383815214,-0.06982239718379685,0.43695543765576556,-0.5727163452272414,0.20251943263508695,-0.3921319862381795,0.14614778350837945,0.198228654185382,0.5111461268121943,0.07258197397689922,-0.16339143849492474
Split3,-0.5871238285889313,0.10505920552455801,0.3574625717235813,-0.6486014845784185,0.6437571139991072,-0.5194782015077406,0.11451065626396081,0.23565212556081414,0.38497600708277196,0.11417544193597577,-0.15054671284311938
Split4,-0.1017886284079569,-0.2005011511981017,0.5594136760324435,-1.0393558288123619,0.12418451627472474,-0.7559986825126812,0.386072479081701,0.5933353664191903,0.4002329645132456,0.07215568488768943,-0.11490052013101396
Split5,-0.7533795382875028,0.01868428376783175,0.36178813011201777,-0.6507384940408033,0.18778253633718528,-0.5778773490006313,0.1591877088285787,0.3358496485389899,0.5695429201984041,0.21045134324853879,-0.045039550975271764
