"","extinct","occurrences","NoSpecies","K_Numeric","Min_Numeric","C_Numeric","C_Cnumeric","S_Numeric","SC_Numeric","O_Numeric","T_Numeric","M_Numeric","R_Numeric","Re_Numeric","Phylum","MinD_Numeric","MaxD_Numeric","System_Numeric"
"Tormentum",0,6,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Bistarkum",0,8,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Archaeospongoprunum",0,10,4,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copiellintra",0,8,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Tamonella",0,8,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Lithelius",0,9,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paroertlispongus",0,20,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Ellipsocopicyntra",0,13,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paurinella",0,8,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Tetrapaurinella",0,12,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Yujingella",0,4,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copicyntroides",0,12,4,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Tetraspongodiscus",0,13,3,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Sinosphaera",0,6,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Trigonosphaera",0,7,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Kashiwara",0,8,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copiconica",0,17,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Gymnocodium",0,34,4,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",1,2,2
"Permocalculus",0,65,9,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",1,4,2
"Archaeolithoporella",1,8,3,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",2,2,1
